img_name,img_path,Healthy,Unhealthy,split_type
1vqeolny.2g4.jpg,CDS/Healthy/1vqeolny.2g4.jpg,1,0,train
1ws0z5ij.cku.jpg,CDS/Healthy/1ws0z5ij.cku.jpg,1,0,train
1xj1vsha.lyz.jpg,CDS/Healthy/1xj1vsha.lyz.jpg,1,0,test
1zmaj3t2.uvz.jpg,CDS/Healthy/1zmaj3t2.uvz.jpg,1,0,train
21fgehs4.l4o.jpg,CDS/Healthy/21fgehs4.l4o.jpg,1,0,train
221vnarr.cdm.jpg,CDS/Healthy/221vnarr.cdm.jpg,1,0,train
22nzfcdp.or0.jpg,CDS/Healthy/22nzfcdp.or0.jpg,1,0,train
23whedt2.5af.jpg,CDS/Healthy/23whedt2.5af.jpg,1,0,train
24bxxmw3.y4t.jpg,CDS/Healthy/24bxxmw3.y4t.jpg,1,0,val
2gijshkp.cbq.jpg,CDS/Healthy/2gijshkp.cbq.jpg,1,0,train
2jbwzhez.c3d.jpg,CDS/Healthy/2jbwzhez.c3d.jpg,1,0,train
2mhszkct.3xl.jpg,CDS/Healthy/2mhszkct.3xl.jpg,1,0,train
2qae4135.3f1.jpg,CDS/Healthy/2qae4135.3f1.jpg,1,0,train
2s0tiyrm.00o.jpg,CDS/Healthy/2s0tiyrm.00o.jpg,1,0,train
2t00qmpr.d2x.jpg,CDS/Healthy/2t00qmpr.d2x.jpg,1,0,train
2ufc3grr.snr.jpg,CDS/Healthy/2ufc3grr.snr.jpg,1,0,train
2unkzsus.coe.jpg,CDS/Healthy/2unkzsus.coe.jpg,1,0,train
2vsjyls3.huz.jpg,CDS/Healthy/2vsjyls3.huz.jpg,1,0,test
2xel4gfl.h34.jpg,CDS/Healthy/2xel4gfl.h34.jpg,1,0,train
2xkddgmu.pk1.jpg,CDS/Healthy/2xkddgmu.pk1.jpg,1,0,train
2xz1b3qu.m23.jpg,CDS/Healthy/2xz1b3qu.m23.jpg,1,0,val
2ybdljav.4vr.jpg,CDS/Healthy/2ybdljav.4vr.jpg,1,0,train
2zeckhlp.1fu.jpg,CDS/Healthy/2zeckhlp.1fu.jpg,1,0,train
2zl2lmds.lqi.jpg,CDS/Healthy/2zl2lmds.lqi.jpg,1,0,train
312dt3du.bpy.jpg,CDS/Healthy/312dt3du.bpy.jpg,1,0,train
32v445qc.pie.jpg,CDS/Healthy/32v445qc.pie.jpg,1,0,train
34wjrczs.0hx.jpg,CDS/Healthy/34wjrczs.0hx.jpg,1,0,train
35v3gahy.wb0.jpg,CDS/Healthy/35v3gahy.wb0.jpg,1,0,train
3bltiqd2.mth.jpg,CDS/Healthy/3bltiqd2.mth.jpg,1,0,train
3drfe20h.cqz.jpg,CDS/Healthy/3drfe20h.cqz.jpg,1,0,train
3ezhtoqp.drp.jpg,CDS/Healthy/3ezhtoqp.drp.jpg,1,0,train
3imatrn3.0oj.jpg,CDS/Healthy/3imatrn3.0oj.jpg,1,0,train
3n2fxayz.hur.jpg,CDS/Healthy/3n2fxayz.hur.jpg,1,0,train
3nlrwlyt.a2u.jpg,CDS/Healthy/3nlrwlyt.a2u.jpg,1,0,train
3pudsfue.4pf.jpg,CDS/Healthy/3pudsfue.4pf.jpg,1,0,test
3sryubgi.ygw.jpg,CDS/Healthy/3sryubgi.ygw.jpg,1,0,train
3v2ahz2h.f5s.jpg,CDS/Healthy/3v2ahz2h.f5s.jpg,1,0,val
3wc3t3nx.l05.jpg,CDS/Healthy/3wc3t3nx.l05.jpg,1,0,train
3xrqamx4.b5s.jpg,CDS/Healthy/3xrqamx4.b5s.jpg,1,0,train
3xwnoblo.noa.jpg,CDS/Healthy/3xwnoblo.noa.jpg,1,0,test
3yugi0a4.la1.jpg,CDS/Healthy/3yugi0a4.la1.jpg,1,0,train
3zeltmey.txl.jpg,CDS/Healthy/3zeltmey.txl.jpg,1,0,test
40wljma2.cei.jpg,CDS/Healthy/40wljma2.cei.jpg,1,0,train
43pgug4b.glm.jpg,CDS/Healthy/43pgug4b.glm.jpg,1,0,train
4ccdhg2f.x50.jpg,CDS/Healthy/4ccdhg2f.x50.jpg,1,0,train
4enhg0b2.odq.jpg,CDS/Healthy/4enhg0b2.odq.jpg,1,0,test
4esbdt14.02e.jpg,CDS/Healthy/4esbdt14.02e.jpg,1,0,val
4fhmoaks.wdx.jpg,CDS/Healthy/4fhmoaks.wdx.jpg,1,0,train
4hmlqeum.uto.jpg,CDS/Healthy/4hmlqeum.uto.jpg,1,0,train
4hptg5mk.zs4.jpg,CDS/Healthy/4hptg5mk.zs4.jpg,1,0,train
4itr0ii5.hlg.jpg,CDS/Healthy/4itr0ii5.hlg.jpg,1,0,val
4jowqjnn.fll.jpg,CDS/Healthy/4jowqjnn.fll.jpg,1,0,train
4kgn2owx.gtv.jpg,CDS/Healthy/4kgn2owx.gtv.jpg,1,0,train
4n5wqnqm.dix.jpg,CDS/Healthy/4n5wqnqm.dix.jpg,1,0,train
4nr30tsc.jkb.jpg,CDS/Healthy/4nr30tsc.jkb.jpg,1,0,train
4qjw2uzy.aqo.jpg,CDS/Healthy/4qjw2uzy.aqo.jpg,1,0,train
4qk01xnz.oqd.jpg,CDS/Healthy/4qk01xnz.oqd.jpg,1,0,train
4thhfk5g.5u2.jpg,CDS/Healthy/4thhfk5g.5u2.jpg,1,0,train
4vg5h2ie.orc.jpg,CDS/Healthy/4vg5h2ie.orc.jpg,1,0,train
4zbb0ua2.ekx.jpg,CDS/Healthy/4zbb0ua2.ekx.jpg,1,0,train
4ztztynn.y2o.jpg,CDS/Healthy/4ztztynn.y2o.jpg,1,0,train
50hrcko5.xcz.jpg,CDS/Healthy/50hrcko5.xcz.jpg,1,0,val
50mdpsoi.omo.jpg,CDS/Healthy/50mdpsoi.omo.jpg,1,0,train
54mavdkp.cpb.jpg,CDS/Healthy/54mavdkp.cpb.jpg,1,0,train
54q4kcaz.vt1.jpg,CDS/Healthy/54q4kcaz.vt1.jpg,1,0,train
5apw1tbf.31i.jpg,CDS/Healthy/5apw1tbf.31i.jpg,1,0,train
5b020zrr.l0q.jpg,CDS/Healthy/5b020zrr.l0q.jpg,1,0,train
5bdczv1y.q2j.jpg,CDS/Healthy/5bdczv1y.q2j.jpg,1,0,train
5bfmx0fs.to0.jpg,CDS/Healthy/5bfmx0fs.to0.jpg,1,0,train
5bo1v5ej.oqt.jpg,CDS/Healthy/5bo1v5ej.oqt.jpg,1,0,train
5eq4xqcu.snk.jpg,CDS/Healthy/5eq4xqcu.snk.jpg,1,0,train
5hacfosa.1ne.jpg,CDS/Healthy/5hacfosa.1ne.jpg,1,0,train
5hhpdvao.vyz.jpg,CDS/Healthy/5hhpdvao.vyz.jpg,1,0,train
5mtgcrad.soe.jpg,CDS/Healthy/5mtgcrad.soe.jpg,1,0,train
5o0ed01m.vl4.jpg,CDS/Healthy/5o0ed01m.vl4.jpg,1,0,train
5oteug3p.dch.jpg,CDS/Healthy/5oteug3p.dch.jpg,1,0,train
5p0jjjsx.jml.jpg,CDS/Healthy/5p0jjjsx.jml.jpg,1,0,test
5qr4d0pp.13d.jpg,CDS/Healthy/5qr4d0pp.13d.jpg,1,0,train
5sfw0feb.qvi.jpg,CDS/Healthy/5sfw0feb.qvi.jpg,1,0,train
5sswfqwf.lmi.jpg,CDS/Healthy/5sswfqwf.lmi.jpg,1,0,train
5szh2b4k.mq0.jpg,CDS/Healthy/5szh2b4k.mq0.jpg,1,0,train
5wzzgz2q.onb.jpg,CDS/Healthy/5wzzgz2q.onb.jpg,1,0,train
5xhp0fj4.r5w.jpg,CDS/Healthy/5xhp0fj4.r5w.jpg,1,0,train
5xug3ms2.suy.jpg,CDS/Healthy/5xug3ms2.suy.jpg,1,0,train
5zjaqkgc.n4u.jpg,CDS/Healthy/5zjaqkgc.n4u.jpg,1,0,train
5zmqpsia.jnl.jpg,CDS/Healthy/5zmqpsia.jnl.jpg,1,0,train
a1mz3ooy.4fr.jpg,CDS/Healthy/a1mz3ooy.4fr.jpg,1,0,train
a2nr4drd.w3s.jpg,CDS/Healthy/a2nr4drd.w3s.jpg,1,0,train
a30jnkz4.mjo.jpg,CDS/Healthy/a30jnkz4.mjo.jpg,1,0,val
a3a2wxnh.fyx.jpg,CDS/Healthy/a3a2wxnh.fyx.jpg,1,0,train
a5itdbvj.eic.jpg,CDS/Healthy/a5itdbvj.eic.jpg,1,0,train
a5p2xj5f.pmm.jpg,CDS/Healthy/a5p2xj5f.pmm.jpg,1,0,val
absi2x3d.0fm.jpg,CDS/Healthy/absi2x3d.0fm.jpg,1,0,train
ag4eeqnb.j1p.jpg,CDS/Healthy/ag4eeqnb.j1p.jpg,1,0,train
aghlwlf2.bap.jpg,CDS/Healthy/aghlwlf2.bap.jpg,1,0,train
ahvrfdj0.otc.jpg,CDS/Healthy/ahvrfdj0.otc.jpg,1,0,train
ahy3snbc.zsz.jpg,CDS/Healthy/ahy3snbc.zsz.jpg,1,0,train
aikacwyp.cza.jpg,CDS/Healthy/aikacwyp.cza.jpg,1,0,train
ajk54awn.2oa.jpg,CDS/Healthy/ajk54awn.2oa.jpg,1,0,train
akcutxhz.2nv.jpg,CDS/Healthy/akcutxhz.2nv.jpg,1,0,val
ap1hsovj.hq3.jpg,CDS/Healthy/ap1hsovj.hq3.jpg,1,0,train
aq1icny1.p5g.jpg,CDS/Healthy/aq1icny1.p5g.jpg,1,0,train
aqraowlq.zbh.jpg,CDS/Healthy/aqraowlq.zbh.jpg,1,0,train
armjznwo.h2n.jpg,CDS/Healthy/armjznwo.h2n.jpg,1,0,train
as0ddlvq.j2k.jpg,CDS/Healthy/as0ddlvq.j2k.jpg,1,0,train
atnb4czr.4ga.jpg,CDS/Healthy/atnb4czr.4ga.jpg,1,0,train
atsnjgyy.k2w.jpg,CDS/Healthy/atsnjgyy.k2w.jpg,1,0,train
au1vinra.eih.jpg,CDS/Healthy/au1vinra.eih.jpg,1,0,train
aw4bpmb2.glb.jpg,CDS/Healthy/aw4bpmb2.glb.jpg,1,0,train
axvfemex.uow.jpg,CDS/Healthy/axvfemex.uow.jpg,1,0,train
b1jit02q.s0e.jpg,CDS/Healthy/b1jit02q.s0e.jpg,1,0,train
b1qva1uy.jaa.jpg,CDS/Healthy/b1qva1uy.jaa.jpg,1,0,train
b4kzc203.23y.jpg,CDS/Healthy/b4kzc203.23y.jpg,1,0,train
balnq4f2.zy1.jpg,CDS/Healthy/balnq4f2.zy1.jpg,1,0,train
bhd1m5m0.fle.jpg,CDS/Healthy/bhd1m5m0.fle.jpg,1,0,train
bhmzkqth.xen.jpg,CDS/Healthy/bhmzkqth.xen.jpg,1,0,train
blcot4wd.vof.jpg,CDS/Healthy/blcot4wd.vof.jpg,1,0,train
bo2qslpw.zf0.jpg,CDS/Healthy/bo2qslpw.zf0.jpg,1,0,train
boqxrndf.yd4.jpg,CDS/Healthy/boqxrndf.yd4.jpg,1,0,train
bp3hhece.ilg.jpg,CDS/Healthy/bp3hhece.ilg.jpg,1,0,train
bqc3z0g4.xyi.jpg,CDS/Healthy/bqc3z0g4.xyi.jpg,1,0,train
bt0v3gxm.ws4.jpg,CDS/Healthy/bt0v3gxm.ws4.jpg,1,0,train
btpup4gc.h3q.jpg,CDS/Healthy/btpup4gc.h3q.jpg,1,0,train
buvszrxz.hnl.jpg,CDS/Healthy/buvszrxz.hnl.jpg,1,0,train
bvlcusty.uj5.jpg,CDS/Healthy/bvlcusty.uj5.jpg,1,0,test
bwsmng3t.dax.jpg,CDS/Healthy/bwsmng3t.dax.jpg,1,0,train
bz5z2nuu.1ui.jpg,CDS/Healthy/bz5z2nuu.1ui.jpg,1,0,train
bznictaf.u4x.jpg,CDS/Healthy/bznictaf.u4x.jpg,1,0,train
bzr4cmqf.n2l.jpg,CDS/Healthy/bzr4cmqf.n2l.jpg,1,0,test
c03whigo.m2h.jpg,CDS/Healthy/c03whigo.m2h.jpg,1,0,train
c4bwxgor.mwk.jpg,CDS/Healthy/c4bwxgor.mwk.jpg,1,0,train
c4cu5gxf.b2w.jpg,CDS/Healthy/c4cu5gxf.b2w.jpg,1,0,train
cagljvc0.qmz.jpg,CDS/Healthy/cagljvc0.qmz.jpg,1,0,test
cbl5txx0.rhx.jpg,CDS/Healthy/cbl5txx0.rhx.jpg,1,0,val
ccovqam3.y03.jpg,CDS/Healthy/ccovqam3.y03.jpg,1,0,train
cdgc4ese.g53.jpg,CDS/Healthy/cdgc4ese.g53.jpg,1,0,val
cdmeqom2.45h.jpg,CDS/Healthy/cdmeqom2.45h.jpg,1,0,train
cdx2s1qf.0sz.jpg,CDS/Healthy/cdx2s1qf.0sz.jpg,1,0,train
cfjdrbwj.hcd.jpg,CDS/Healthy/cfjdrbwj.hcd.jpg,1,0,train
chwqtml0.lze.jpg,CDS/Healthy/chwqtml0.lze.jpg,1,0,train
cmk1q2vh.1fn.jpg,CDS/Healthy/cmk1q2vh.1fn.jpg,1,0,train
cmutfkkd.vqb.jpg,CDS/Healthy/cmutfkkd.vqb.jpg,1,0,train
cqlfp12w.tqw.jpg,CDS/Healthy/cqlfp12w.tqw.jpg,1,0,train
cr00dpmf.a05.jpg,CDS/Healthy/cr00dpmf.a05.jpg,1,0,train
csjgjv4x.il2.jpg,CDS/Healthy/csjgjv4x.il2.jpg,1,0,train
ctfpx0o1.hvl.jpg,CDS/Healthy/ctfpx0o1.hvl.jpg,1,0,train
ctmz5cq3.gox.jpg,CDS/Healthy/ctmz5cq3.gox.jpg,1,0,test
cufwoskd.xlt.jpg,CDS/Healthy/cufwoskd.xlt.jpg,1,0,test
cuqvxibl.bjn.jpg,CDS/Healthy/cuqvxibl.bjn.jpg,1,0,val
cusespxw.vvn.jpg,CDS/Healthy/cusespxw.vvn.jpg,1,0,train
cvtn1jej.kx0.jpg,CDS/Healthy/cvtn1jej.kx0.jpg,1,0,train
cxzmg1xl.qj2.jpg,CDS/Healthy/cxzmg1xl.qj2.jpg,1,0,val
cz5gdsoa.v4x.jpg,CDS/Healthy/cz5gdsoa.v4x.jpg,1,0,train
d3kiwwdm.i3g.jpg,CDS/Healthy/d3kiwwdm.i3g.jpg,1,0,train
d4bhc1wp.kbz.jpg,CDS/Healthy/d4bhc1wp.kbz.jpg,1,0,train
d5xmiowz.j14.jpg,CDS/Healthy/d5xmiowz.j14.jpg,1,0,train
dbyftok1.q0p.jpg,CDS/Healthy/dbyftok1.q0p.jpg,1,0,train
dcmqbgse.h2d.jpg,CDS/Healthy/dcmqbgse.h2d.jpg,1,0,test
dcwf4rxy.hx2.jpg,CDS/Healthy/dcwf4rxy.hx2.jpg,1,0,train
denbkti3.o1s.jpg,CDS/Healthy/denbkti3.o1s.jpg,1,0,train
detpumqu.fqs.jpg,CDS/Healthy/detpumqu.fqs.jpg,1,0,train
dfiubgac.czl.jpg,CDS/Healthy/dfiubgac.czl.jpg,1,0,train
dgithbtg.hda.jpg,CDS/Healthy/dgithbtg.hda.jpg,1,0,train
dio4ub15.dtc.jpg,CDS/Healthy/dio4ub15.dtc.jpg,1,0,train
disiwgrv.wg4.jpg,CDS/Healthy/disiwgrv.wg4.jpg,1,0,train
djeytgrr.1h4.jpg,CDS/Healthy/djeytgrr.1h4.jpg,1,0,train
dm2putt0.rol.jpg,CDS/Healthy/dm2putt0.rol.jpg,1,0,train
dmdxkned.p2j.jpg,CDS/Healthy/dmdxkned.p2j.jpg,1,0,train
dmhbeaox.xml.jpg,CDS/Healthy/dmhbeaox.xml.jpg,1,0,val
dnse5t5b.5gj.jpg,CDS/Healthy/dnse5t5b.5gj.jpg,1,0,train
dqinty2f.h1m.jpg,CDS/Healthy/dqinty2f.h1m.jpg,1,0,train
dqitngtc.vws.jpg,CDS/Healthy/dqitngtc.vws.jpg,1,0,train
dtrg2g3g.xro.jpg,CDS/Healthy/dtrg2g3g.xro.jpg,1,0,train
dwzvsz0q.a4e.jpg,CDS/Healthy/dwzvsz0q.a4e.jpg,1,0,train
dz15yw2b.tfj.jpg,CDS/Healthy/dz15yw2b.tfj.jpg,1,0,train
dz4v3s4t.caw.jpg,CDS/Healthy/dz4v3s4t.caw.jpg,1,0,train
e01wpe25.afk.jpg,CDS/Healthy/e01wpe25.afk.jpg,1,0,train
e3qg3ofw.0uz.jpg,CDS/Healthy/e3qg3ofw.0uz.jpg,1,0,val
e3sq0xio.q5w.jpg,CDS/Healthy/e3sq0xio.q5w.jpg,1,0,train
e5pbl5ru.lif.jpg,CDS/Healthy/e5pbl5ru.lif.jpg,1,0,train
ea1rdnuy.1w1.jpg,CDS/Healthy/ea1rdnuy.1w1.jpg,1,0,train
ebda50yn.gmx.jpg,CDS/Healthy/ebda50yn.gmx.jpg,1,0,train
ecsg0stm.qk2.jpg,CDS/Healthy/ecsg0stm.qk2.jpg,1,0,train
eduwmd0s.1sq.jpg,CDS/Healthy/eduwmd0s.1sq.jpg,1,0,val
edxrpxax.dmv.jpg,CDS/Healthy/edxrpxax.dmv.jpg,1,0,train
egq05w0c.5to.jpg,CDS/Healthy/egq05w0c.5to.jpg,1,0,train
eh1xktpc.cc2.jpg,CDS/Healthy/eh1xktpc.cc2.jpg,1,0,train
ehj0f4r2.fiu.jpg,CDS/Healthy/ehj0f4r2.fiu.jpg,1,0,train
ein5baee.ous.jpg,CDS/Healthy/ein5baee.ous.jpg,1,0,train
el5dhths.i24.jpg,CDS/Healthy/el5dhths.i24.jpg,1,0,train
elxaecsk.ujq.jpg,CDS/Healthy/elxaecsk.ujq.jpg,1,0,train
eoazhpzn.wmw.jpg,CDS/Healthy/eoazhpzn.wmw.jpg,1,0,train
eodpglqa.2pc.jpg,CDS/Healthy/eodpglqa.2pc.jpg,1,0,train
ev1smlbe.fgt.jpg,CDS/Healthy/ev1smlbe.fgt.jpg,1,0,train
ew5wrkgc.n0n.jpg,CDS/Healthy/ew5wrkgc.n0n.jpg,1,0,train
eyfg4cr3.xxt.jpg,CDS/Healthy/eyfg4cr3.xxt.jpg,1,0,train
eyiyurla.hzn.jpg,CDS/Healthy/eyiyurla.hzn.jpg,1,0,train
ezju23o2.3yr.jpg,CDS/Healthy/ezju23o2.3yr.jpg,1,0,train
f2g4mqrq.k5y.jpg,CDS/Healthy/f2g4mqrq.k5y.jpg,1,0,train
f3ywvfmj.n5f.jpg,CDS/Healthy/f3ywvfmj.n5f.jpg,1,0,train
f4kgat1c.5we.jpg,CDS/Healthy/f4kgat1c.5we.jpg,1,0,train
fb0pvf3n.nf1.jpg,CDS/Healthy/fb0pvf3n.nf1.jpg,1,0,train
fdlpvmkw.z1z.jpg,CDS/Healthy/fdlpvmkw.z1z.jpg,1,0,train
fegastaq.5rk.jpg,CDS/Healthy/fegastaq.5rk.jpg,1,0,train
ffxd3htb.kx4.jpg,CDS/Healthy/ffxd3htb.kx4.jpg,1,0,train
ffzuhgoq.pb4.jpg,CDS/Healthy/ffzuhgoq.pb4.jpg,1,0,test
fgqryavi.23t.jpg,CDS/Healthy/fgqryavi.23t.jpg,1,0,train
fhkcxhew.lyg.jpg,CDS/Healthy/fhkcxhew.lyg.jpg,1,0,train
fhyos3lv.3kq.jpg,CDS/Healthy/fhyos3lv.3kq.jpg,1,0,train
fiesblyq.nxf.jpg,CDS/Healthy/fiesblyq.nxf.jpg,1,0,train
fjs21nfv.fr0.jpg,CDS/Healthy/fjs21nfv.fr0.jpg,1,0,train
fkmrfwev.qnt.jpg,CDS/Healthy/fkmrfwev.qnt.jpg,1,0,test
fojupiyi.aoo.jpg,CDS/Healthy/fojupiyi.aoo.jpg,1,0,train
fpzgfa12.xs3.jpg,CDS/Healthy/fpzgfa12.xs3.jpg,1,0,train
fqz42sek.eqh.jpg,CDS/Healthy/fqz42sek.eqh.jpg,1,0,train
fqz5qawh.gdx.jpg,CDS/Healthy/fqz5qawh.gdx.jpg,1,0,train
frg4yssu.zoz.jpg,CDS/Healthy/frg4yssu.zoz.jpg,1,0,train
frqllkxw.zuj.jpg,CDS/Healthy/frqllkxw.zuj.jpg,1,0,test
frsr0x4u.zb1.jpg,CDS/Healthy/frsr0x4u.zb1.jpg,1,0,train
ftxln1ox.pn2.jpg,CDS/Healthy/ftxln1ox.pn2.jpg,1,0,test
fv21ac01.ynz.jpg,CDS/Healthy/fv21ac01.ynz.jpg,1,0,train
g350h4zc.xok.jpg,CDS/Healthy/g350h4zc.xok.jpg,1,0,train
g5neftd5.wzh.jpg,CDS/Healthy/g5neftd5.wzh.jpg,1,0,train
gbwpkr52.i0u.jpg,CDS/Healthy/gbwpkr52.i0u.jpg,1,0,train
gd42241j.pws.jpg,CDS/Healthy/gd42241j.pws.jpg,1,0,train
ggm3b0sv.rxs.jpg,CDS/Healthy/ggm3b0sv.rxs.jpg,1,0,train
ghnqlsnv.nuv.jpg,CDS/Healthy/ghnqlsnv.nuv.jpg,1,0,train
glf30tqq.uz4.jpg,CDS/Healthy/glf30tqq.uz4.jpg,1,0,test
gp30l2n2.32y.jpg,CDS/Healthy/gp30l2n2.32y.jpg,1,0,train
grn5cdly.akx.jpg,CDS/Healthy/grn5cdly.akx.jpg,1,0,train
gs2xspnu.zgf.jpg,CDS/Healthy/gs2xspnu.zgf.jpg,1,0,train
gtbxtjvu.yhg.jpg,CDS/Healthy/gtbxtjvu.yhg.jpg,1,0,train
gy1cight.fvh.jpg,CDS/Healthy/gy1cight.fvh.jpg,1,0,train
h15b1vyw.rti.jpg,CDS/Healthy/h15b1vyw.rti.jpg,1,0,train
h2ifaf1v.dim.jpg,CDS/Healthy/h2ifaf1v.dim.jpg,1,0,val
h2xn2cam.xke.jpg,CDS/Healthy/h2xn2cam.xke.jpg,1,0,train
h3ekonm1.0yf.jpg,CDS/Healthy/h3ekonm1.0yf.jpg,1,0,train
h4nkaumb.se1.jpg,CDS/Healthy/h4nkaumb.se1.jpg,1,0,val
h4tnxi1t.gft.jpg,CDS/Healthy/h4tnxi1t.gft.jpg,1,0,train
h5rqsubw.urv.jpg,CDS/Healthy/h5rqsubw.urv.jpg,1,0,train
hae33x0d.3or.jpg,CDS/Healthy/hae33x0d.3or.jpg,1,0,train
hbgfp5z3.ofv.jpg,CDS/Healthy/hbgfp5z3.ofv.jpg,1,0,train
hg0zbg0w.zpb.jpg,CDS/Healthy/hg0zbg0w.zpb.jpg,1,0,train
hj4vfxkz.bff.jpg,CDS/Healthy/hj4vfxkz.bff.jpg,1,0,train
hkskj5of.3dq.jpg,CDS/Healthy/hkskj5of.3dq.jpg,1,0,test
hlauhy0p.qsd.jpg,CDS/Healthy/hlauhy0p.qsd.jpg,1,0,train
hmgbgspi.ob2.jpg,CDS/Healthy/hmgbgspi.ob2.jpg,1,0,train
homxxzt1.fj1.jpg,CDS/Healthy/homxxzt1.fj1.jpg,1,0,train
hp1jepth.epr.jpg,CDS/Healthy/hp1jepth.epr.jpg,1,0,train
hqtrtdwq.vj2.jpg,CDS/Healthy/hqtrtdwq.vj2.jpg,1,0,train
hubysfm4.xej.jpg,CDS/Healthy/hubysfm4.xej.jpg,1,0,train
hwalj4yo.nks.jpg,CDS/Healthy/hwalj4yo.nks.jpg,1,0,train
hwjtttyw.ng2.jpg,CDS/Healthy/hwjtttyw.ng2.jpg,1,0,train
hygsv2hw.cfk.jpg,CDS/Healthy/hygsv2hw.cfk.jpg,1,0,train
i0qh4ypd.hp0.jpg,CDS/Healthy/i0qh4ypd.hp0.jpg,1,0,train
i1ffc2mf.tym.jpg,CDS/Healthy/i1ffc2mf.tym.jpg,1,0,train
i1ovtpsi.12h.jpg,CDS/Healthy/i1ovtpsi.12h.jpg,1,0,train
i1tku2km.mzh.jpg,CDS/Healthy/i1tku2km.mzh.jpg,1,0,test
i2uo4ei2.lqz.jpg,CDS/Healthy/i2uo4ei2.lqz.jpg,1,0,train
